examples/0000000001_decreasing.txt,1
examples/0000000001_increasing.txt,1
examples/0000000001_random_1.txt,2
examples/0000000001_random_2.txt,1
examples/0000000001_random_3.txt,2
examples/0000000001_random_4.txt,1
examples/0000000001_random_5.txt,1
examples/0000000002_decreasing.txt,1
examples/0000000002_increasing.txt,1
examples/0000000002_random_1.txt,1
examples/0000000002_random_2.txt,1
examples/0000000002_random_3.txt,1
examples/0000000002_random_4.txt,1
examples/0000000002_random_5.txt,1
examples/0000000003_decreasing.txt,1
examples/0000000003_increasing.txt,1
examples/0000000003_random_1.txt,1
examples/0000000003_random_2.txt,1
examples/0000000003_random_3.txt,0
examples/0000000003_random_4.txt,1
examples/0000000003_random_5.txt,1
examples/0000000004_decreasing.txt,0
examples/0000000004_increasing.txt,0
examples/0000000004_random_1.txt,1
examples/0000000004_random_2.txt,0
examples/0000000004_random_3.txt,0
examples/0000000004_random_4.txt,1
examples/0000000004_random_5.txt,0
examples/0000000005_decreasing.txt,0
examples/0000000005_increasing.txt,0
examples/0000000005_random_1.txt,0
examples/0000000005_random_2.txt,0
examples/0000000005_random_3.txt,0
examples/0000000005_random_4.txt,1
examples/0000000005_random_5.txt,0
examples/0000000006_decreasing.txt,1
examples/0000000006_increasing.txt,1
examples/0000000006_random_1.txt,1
examples/0000000006_random_2.txt,1
examples/0000000006_random_3.txt,1
examples/0000000006_random_4.txt,1
examples/0000000006_random_5.txt,1
examples/0000000007_decreasing.txt,1
examples/0000000007_increasing.txt,0
examples/0000000007_random_1.txt,0
examples/0000000007_random_2.txt,0
examples/0000000007_random_3.txt,0
examples/0000000007_random_4.txt,0
examples/0000000007_random_5.txt,1
examples/0000000008_decreasing.txt,1
examples/0000000008_increasing.txt,0
examples/0000000008_random_1.txt,0
examples/0000000008_random_2.txt,1
examples/0000000008_random_3.txt,0
examples/0000000008_random_4.txt,0
examples/0000000008_random_5.txt,0
examples/0000000009_decreasing.txt,0
examples/0000000009_increasing.txt,1
examples/0000000009_random_1.txt,0
examples/0000000009_random_2.txt,0
examples/0000000009_random_3.txt,1
examples/0000000009_random_4.txt,1
examples/0000000009_random_5.txt,1
examples/0000000010_decreasing.txt,1
examples/0000000010_increasing.txt,0
examples/0000000010_random_1.txt,0
examples/0000000010_random_2.txt,1
examples/0000000010_random_3.txt,1
examples/0000000010_random_4.txt,1
examples/0000000010_random_5.txt,0
examples/0000000020_decreasing.txt,1
examples/0000000020_increasing.txt,0
examples/0000000020_random_1.txt,1
examples/0000000020_random_2.txt,1
examples/0000000020_random_3.txt,1
examples/0000000020_random_4.txt,0
examples/0000000020_random_5.txt,1
examples/0000000030_decreasing.txt,2
examples/0000000030_increasing.txt,0
examples/0000000030_random_1.txt,1
examples/0000000030_random_2.txt,1
examples/0000000030_random_3.txt,2
examples/0000000030_random_4.txt,1
examples/0000000030_random_5.txt,1
examples/0000000040_decreasing.txt,3
examples/0000000040_increasing.txt,1
examples/0000000040_random_1.txt,2
examples/0000000040_random_2.txt,2
examples/0000000040_random_3.txt,2
examples/0000000040_random_4.txt,2
examples/0000000040_random_5.txt,2
examples/0000000050_decreasing.txt,4
examples/0000000050_increasing.txt,0
examples/0000000050_random_1.txt,3
examples/0000000050_random_2.txt,3
examples/0000000050_random_3.txt,2
examples/0000000050_random_4.txt,2
examples/0000000050_random_5.txt,3
examples/0000000060_decreasing.txt,5
examples/0000000060_increasing.txt,1
examples/0000000060_random_1.txt,3
examples/0000000060_random_2.txt,3
